timestamp,rssi1,rssi2,rssi3,rssi4,linear-x,linear-y,linear-z,rotation-x,rotation-y,rotation-z,rotation-w
1.59057E+12,-46,-41,-42,-33,0.1486,-0.13229999,-0.2952,0.056231,0.029992,0.692637,0.718464
1.59057E+12,-46,-41,-42,-33,0.0603,-0.022,-0.1696,0.055451,0.029875,0.692193,0.718957
1.59057E+12,-46,-41,-42,-33,0.0603,-0.022,-0.1696,0.055451,0.029875,0.692193,0.718957
1.59057E+12,-46,-41,-42,-33,-0.112799995,-0.0201,-0.005,0.054204,0.030313,0.692343,0.71889
1.59057E+12,-46,-41,-42,-33,-0.0437,0.0324,0.0319,0.052993,0.030581,0.692441,0.718875
1.59057E+12,-46,-41,-42,-33,-0.0437,0.0324,0.0319,0.052993,0.030581,0.692441,0.718875
1.59057E+12,-46,-41,-42,-33,-0.0095,0.046299998,0.060099997,0.051971998,0.031347,0.692653,0.718712
1.59057E+12,-46,-41,-42,-33,-0.088,0.0244,0.031,0.05205,0.03144,0.692872,0.718491
1.59057E+12,-46,-41,-42,-33,-0.088,0.0244,0.031,0.05205,0.03144,0.692872,0.718491
1.59057E+12,-46,-41,-42,-33,-0.0999,-0.0777,-0.2332,0.05226,0.031532,0.693197,0.718158
1.59057E+12,-46,-41,-42,-33,-0.018299999,0.0695,-0.1546,0.052469,0.031311,0.693617,0.717747
1.59057E+12,-46,-41,-42,-33,-0.018299999,0.0695,-0.1546,0.052469,0.031311,0.693617,0.717747
1.59057E+12,-46,-41,-42,-33,0.0411,0.0409,-0.046499997,0.052755,0.030964,0.69381,0.717555
1.59057E+12,-46,-41,-42,-33,-0.0011,-0.085999995,0.0613,0.052832,0.030856,0.694101,0.717272
1.59057E+12,-46,-41,-42,-33,-0.0011,-0.085999995,0.0613,0.052832,0.030856,0.694101,0.717272
1.59057E+12,-46,-41,-42,-33,0.023699999,-0.0727,0.060999997,0.052854,0.030583,0.694372,0.71702
1.59057E+12,-46,-41,-42,-33,0.023699999,-0.0727,0.060999997,0.052854,0.030583,0.694372,0.71702
1.59057E+12,-46,-41,-42,-33,-0.0931,0.0466,0.0328,0.053461,0.030562,0.694639,0.716717
1.59057E+12,-46,-41,-42,-33,-0.1239,0.0208,-0.0938,0.053737,0.030733,0.694644,0.716684
1.59057E+12,-46,-41,-42,-33,-0.1239,0.0208,-0.0938,0.053737,0.030733,0.694644,0.716684
1.59057E+12,-46,-41,-42,-33,0.023899999,0.009099999,-0.113199994,0.053753,0.030878,0.695222,0.716116
1.59057E+12,-46,-41,-42,-33,0.072399996,-0.059,0.0032,0.053378,0.030515,0.695591,0.715801
1.59057E+12,-46,-41,-42,-33,0.072399996,-0.059,0.0032,0.053378,0.030515,0.695591,0.715801
1.59057E+12,-46,-41,-42,-33,0.124299996,0.0022,0.0824,0.053513,0.030949,0.696453,0.714934
1.59057E+12,-46,-41,-42,-33,-0.0832,0.027999999,0.072799996,0.053352,0.031373,0.696454,0.714926
1.59057E+12,-46,-41,-42,-33,0.091699995,0.0067,-0.1708,0.053811,0.031762,0.696847,0.714492
1.59057E+12,-46,-41,-42,-33,0.0875,-0.0663,-0.19929999,0.054466,0.03142,0.696943,0.714363
1.59057E+12,-46,-41,-42,-33,0.0905,0.007999999,-0.0711,0.054853,0.03133,0.697115,0.71417
1.59057E+12,-46,-41,-42,-33,-0.043199997,-0.0657,-0.011399999,0.055254,0.031299,0.697321,0.713939
1.59057E+12,-46,-41,-42,-33,-0.005,-0.0469,-0.15869999,0.054968,0.031662,0.69747,0.7138
1.59057E+12,-46,-41,-42,-33,-0.0223,-0.002,-0.042099997,0.054331,0.031892,0.69736,0.713946
1.59057E+12,-46,-41,-42,-33,-0.0223,-0.002,-0.042099997,0.054331,0.031892,0.69736,0.713946
1.59057E+12,-46,-41,-42,-33,-0.0063,-7.00E-04,0.0163,0.054063,0.03207,0.697398,0.713921
1.59057E+12,-46,-41,-42,-33,4.00E-04,-0.0446,-0.2183,0.054327,0.032153,0.697683,0.713619
1.59057E+12,-46,-41,-42,-33,4.00E-04,-0.0446,-0.2183,0.054327,0.032153,0.697683,0.713619
1.59057E+12,-46,-41,-42,-33,-0.1105,0.0062,-0.1792,0.054372,0.031963,0.697573,0.713731
1.59057E+12,-46,-41,-42,-33,-0.1105,0.0062,-0.1792,0.054372,0.031963,0.697573,0.713731
1.59057E+12,-46,-41,-42,-33,-0.1321,-0.0778,-0.042,0.054626,0.03141,0.697951,0.713367
1.59057E+12,-46,-41,-42,-33,-0.0613,-0.0347,-0.014,0.054392,0.030652,0.698083,0.713289
1.59057E+12,-46,-41,-42,-33,-0.0613,-0.0347,-0.014,0.054392,0.030652,0.698083,0.713289
1.59057E+12,-46,-41,-42,-33,0.1231,-0.0596,0.0449,0.05499,0.029716,0.698191,0.713177
1.59057E+12,-46,-41,-42,-33,0.1231,-0.0596,0.0449,0.05499,0.029716,0.698191,0.713177
1.59057E+12,-46,-41,-42,-33,0.0354,-0.0325,0.0646,0.055745,0.028398,0.698191,0.713172
1.59057E+12,-46,-41,-42,-33,-0.1525,-0.074999996,0.035299998,0.056277,0.027369,0.697927,0.713428
1.59057E+12,-46,-41,-42,-33,-0.1525,-0.074999996,0.035299998,0.056277,0.027369,0.697927,0.713428
1.59057E+12,-46,-41,-42,-33,-0.0969,-0.0387,-0.033999998,0.056139,0.027012,0.698018,0.713364
1.59057E+12,-46,-41,-42,-33,-0.1228,0.077199996,-0.1916,0.05607,0.026484,0.697933,0.713472
1.59057E+12,-46,-41,-42,-33,-0.1228,0.077199996,-0.1916,0.05607,0.026484,0.697933,0.713472
1.59057E+12,-46,-41,-42,-33,-0.110599995,0.047399998,-0.1928,0.055641,0.026226,0.697896,0.713552
1.59057E+12,-46,-41,-42,-33,-0.110599995,0.047399998,-0.1928,0.055641,0.026226,0.697896,0.713552
1.59057E+12,-46,-41,-42,-33,0.2347,0.1041,0.4707,0.054552,0.025355,0.698254,0.713317
1.59057E+12,-46,-41,-42,-33,-0.1227,-0.102299996,0.24129999,0.05295,0.024888,0.698491,0.713222
1.59057E+12,-46,-41,-42,-33,-0.1227,-0.102299996,0.24129999,0.05295,0.024888,0.698491,0.713222
1.59057E+12,-46,-41,-42,-33,0.1574,0.0764,0.4958,0.052655,0.025035,0.698815,0.712922
1.59057E+12,-46,-41,-42,-33,0.1574,0.0764,0.4958,0.052655,0.025035,0.698815,0.712922
1.59057E+12,-46,-41,-42,-33,0.2685,0.0195,0.1337,0.052814,0.025457,0.699146,0.71257
1.59057E+12,-46,-41,-42,-33,0.2253,0.035099998,0.044999998,0.052053,0.026524,0.69911,0.712623
1.59057E+12,-46,-41,-42,-33,0.2253,0.035099998,0.044999998,0.052053,0.026524,0.69911,0.712623
