timestamp,rssi1,rssi2,rssi3,rssi4,linear-x,linear-y,linear-z,rotation-x,rotation-y,rotation-z,rotation-w,,
1.59057E+12,-62,-89,-84,-76,-0.12,-0.16229999,-0.081099994,0.030834,-0.067272,-0.881996,0.46541,,
1.59057E+12,-62,-89,-84,-76,-0.1418,-0.198,0.1704,0.030183,-0.066272,-0.882028,0.46553499,,
1.59057E+12,-62,-89,-84,-76,-0.073199995,-0.1305,0.2295,0.029775,-0.066557,-0.881966,0.465638,,
1.59057E+12,-62,-89,-84,-76,-0.073199995,-0.1305,0.2295,0.029775,-0.066557,-0.881966,0.465638,,
1.59057E+12,-62,-89,-84,-76,0.0033,-0.0889,0.0429,0.02923,-0.066712,-0.881721,0.466113,,
1.59057E+12,-62,-89,-84,-76,0.0118,-0.022,-0.092599995,0.029464,-0.067262,-0.88156897,0.466308,,
1.59057E+12,-62,-89,-84,-76,0.0287,0.0372,-0.1304,0.029624,-0.067725,-0.881133,0.467054,,
1.59057E+12,-62,-89,-84,-76,-1.00E-03,0.0457,-0.061499998,0.029662,-0.06778,-0.880967,0.467356,,
1.59057E+12,-62,-89,-84,-76,-1.00E-03,0.0457,-0.061499998,0.029662,-0.06778,-0.880967,0.467356,,
1.59057E+12,-62,-89,-84,-76,-0.0857,-0.0455,-0.0037,0.029688999,-0.067377,-0.88079697,0.467733,,
1.59057E+12,-62,-89,-84,-76,-0.0427,-0.098299995,0.093399994,0.029307,-0.067231,-0.880563,0.468218,,
1.59057E+12,-62,-89,-84,-76,0.023699999,-0.033299997,0.0435,0.029091,-0.066988,-0.880376,0.468619,,
1.59057E+12,-62,-89,-84,-76,0.019,0.0044,0.022599999,0.029177,-0.066464,-0.879999,0.469395,,
1.59057E+12,-62,-89,-84,-76,0.019,0.0044,0.022599999,0.029177,-0.066464,-0.879999,0.469395,,
1.59057E+12,-62,-89,-84,-76,0.006,-0.0197,0.012,0.029368,-0.06606,-0.87988,0.469664,,
1.59057E+12,-62,-89,-84,-76,0.0162,-0.0046,0.0504,0.029316999,-0.065783,-0.879482,0.47044998,,
1.59057E+12,-62,-89,-84,-76,0.0162,-0.0046,0.0504,0.029316999,-0.065783,-0.879482,0.47044998,,
1.59057E+12,-62,-89,-84,-76,0.01,0.0116,-0.0569,0.029569,-0.065842,-0.879394,0.470591,,
1.59057E+12,-62,-89,-84,-76,-0.0286,-0.0046,-0.1162,0.029552,-0.065662,-0.879135,0.4711,,
1.59057E+12,-62,-89,-84,-76,-0.0286,-0.0046,-0.1162,0.029552,-0.065662,-0.879135,0.4711,,
1.59057E+12,-62,-89,-84,-76,-0.0574,-0.057499997,-0.019,0.029439,-0.065379,-0.879117,0.471181,,
1.59057E+12,-62,-89,-84,-76,-0.0574,-0.057499997,-0.019,0.029439,-0.065379,-0.879117,0.471181,,
1.59057E+12,-62,-89,-84,-76,-0.0431,-0.0729,0.029299999,0.02914,-0.065297,-0.87883,0.47174498,,
1.59057E+12,-62,-89,-84,-76,-0.024,-0.085999995,-0.0107,0.028974,-0.065007,-0.878733,0.471976,,
1.59057E+12,-62,-89,-84,-76,-0.024,-0.085999995,-0.0107,0.028974,-0.065007,-0.878733,0.471976,,
1.59057E+12,-62,-89,-84,-76,0.032899998,-0.025899999,-0.0501,0.028896,-0.06498,-0.8785,0.472419,,
1.59057E+12,-62,-89,-84,-76,0.032899998,-0.025899999,-0.0501,0.028896,-0.06498,-0.8785,0.472419,,
1.59057E+12,-62,-89,-84,-76,0.0806,-0.0044,0.086899996,0.028357,-0.065159,-0.878447,0.472525,,
1.59057E+12,-62,-89,-84,-76,0.046099998,-0.0308,0.058599997,0.02827,-0.065601,-0.878603,0.472179,,
1.59057E+12,-62,-89,-84,-76,0.046099998,-0.0308,0.058599997,0.02827,-0.065601,-0.878603,0.472179,,
1.59057E+12,-62,-89,-84,-76,-0.1192,-0.037,-0.067999996,0.028477,-0.06585,-0.878595,0.472147,,
1.59057E+12,-62,-89,-84,-76,-0.0568,-0.0748,-0.0863,0.028383,-0.066387,-0.878679,0.47192,,
1.59057E+12,-62,-89,-84,-76,0.060099997,-0.023799999,0.0115,0.027875,-0.066545,-0.87859297,0.472088,,
1.59057E+12,-62,-89,-84,-76,0.060099997,-0.023799999,0.0115,0.027875,-0.066545,-0.87859297,0.472088,,
1.59057E+12,-62,-89,-84,-76,0.091199994,0.1033,0.089999996,0.027956,-0.066519,-0.878618,0.47204,,
1.59057E+12,-62,-89,-84,-76,0.0376,0.102,-0.1241,0.028478,-0.066889,-0.878447,0.472276,,
1.59057E+12,-62,-89,-84,-76,-0.007999999,0.015999999,-0.31919998,0.028784,-0.067158,-0.878609,0.471917,,
1.59057E+12,-62,-89,-84,-76,-0.0526,0.03,-0.0927,0.028667,-0.06755,-0.878674,0.471748,,
1.59057E+12,-62,-89,-84,-76,-0.101399995,-0.0578,0.074,0.028189,-0.067778,-0.878956,0.471218,,
1.59057E+12,-62,-89,-84,-76,-0.101399995,-0.0578,0.074,0.028189,-0.067778,-0.878956,0.471218,,
1.59057E+12,-62,-89,-84,-76,-0.0088,-0.0676,0.0726,0.027695,-0.067471,-0.87904,0.471135,,
1.59057E+12,-62,-89,-84,-76,0.0501,-0.0163,0.0919,0.027651,-0.067362,-0.879021,0.471188,,
1.59057E+12,-62,-89,-84,-76,0.057,-0.0117,0.0815,0.027414,-0.067222,-0.878998,0.471265,,
1.59057E+12,-62,-89,-84,-76,0.056199998,0.0054,0.0622,0.027429,-0.067355,-0.879061,0.471128,,
1.59057E+12,-62,-89,-84,-76,0.056199998,0.0054,0.0622,0.027429,-0.067355,-0.879061,0.471128,,
1.59057E+12,-62,-89,-84,-76,0.012,-0.054899998,-0.0747,0.027227,-0.067553,-0.879165,0.470918,,
1.59057E+12,-62,-89,-84,-76,-0.0185,0.006,-0.0652,0.027141,-0.067473,-0.879017,0.47121,,
1.59057E+12,-62,-89,-84,-76,-0.0126,0.023699999,-0.123799995,0.027461,-0.067418,-0.878968,0.47129,,
1.59057E+12,-62,-89,-84,-76,-0.0126,0.023699999,-0.123799995,0.027461,-0.067418,-0.878968,0.47129,,
1.59057E+12,-62,-89,-84,-76,-0.039499998,0.0638,-0.2122,0.027551,-0.067318,-0.878977,0.471282,,
1.59057E+12,-62,-89,-84,-76,0.0072,0.060599998,-0.21169999,0.02754,-0.067509,-0.878882,0.471433,,
1.59057E+12,-62,-89,-84,-76,0.0482,0.073199995,-0.0945,0.027514,-0.067356996,-0.879161,0.470937,,
1.59057E+12,-62,-89,-84,-76,0.0095,0.037,-0.0655,0.027466,-0.067204,-0.879164,0.470954,,
1.59057E+12,-62,-89,-84,-76,0.0095,0.037,-0.0655,0.027466,-0.067204,-0.879164,0.470954,,
1.59057E+12,-62,-89,-84,-76,0.0862,0.1091,-0.0464,0.027309,-0.06709,-0.87913,0.471044,,
1.59057E+12,-62,-89,-84,-76,0.1628,0.11229999,-0.1237,0.026951,-0.06767,-0.879075,0.471083,,
1.59057E+12,-62,-89,-84,-76,0.2049,0.17819999,-0.046099998,0.026501,-0.067505,-0.878848,0.471557,,
1.59057E+12,-62,-89,-84,-76,0.116299994,0.17359999,-0.0831,0.026395,-0.0684,-0.878794,0.47153398,,
1.59057E+12,-62,-89,-84,-76,0.116299994,0.17359999,-0.0831,0.026395,-0.0684,-0.878794,0.47153398,,
1.59057E+12,-62,-89,-84,-76,0.0959,0.1558,-0.3285,0.026334,-0.068327,-0.878664,0.47179,,
1.59057E+12,-62,-89,-84,-76,0.2051,0.1952,-0.3367,0.026207,-0.068965,-0.878509,0.471992,,
1.59057E+12,-62,-89,-84,-76,0.23009999,0.21419999,-0.1043,0.02601,-0.067962,-0.878387,0.472376,,
1.59057E+12,-62,-89,-84,-76,0.12329999,0.18879999,-0.0264,0.025981,-0.067749,-0.878274,0.47262,,
1.59057E+12,-62,-89,-84,-76,0.12329999,0.18879999,-0.0264,0.025981,-0.067749,-0.878274,0.47262,,
1.59057E+12,-62,-89,-84,-76,0.25349998,0.2302,-0.1459,0.025844,-0.067128,-0.878105,0.473029,,
1.59057E+12,-62,-89,-84,-76,0.327,0.1915,-0.28129998,0.024972,-0.068142,-0.878017,0.473093,,
1.59057E+12,-62,-89,-84,-76,0.327,0.1915,-0.28129998,0.024397,-0.068055,-0.878283,0.472643,,
1.59057E+12,-62,-89,-84,-76,0.30879998,0.0315,-0.1056,0.024397,-0.068055,-0.878283,0.472643,,
1.59057E+12,-62,-89,-84,-76,0.2549,-3.00E-04,0.177,0.022399,-0.068123996,-0.878586,0.472168,,
1.59057E+12,-62,-89,-84,-76,0.2549,-3.00E-04,0.177,0.022399,-0.068123996,-0.878586,0.472168,,
1.59057E+12,-62,-89,-84,-76,0.265,0.023899999,0.2932,0.021189,-0.067933,-0.878542,0.472334,,
1.59057E+12,-62,-89,-84,-76,0.3245,0.1113,0,0.019909,-0.06867,-0.878589,0.472195,,
1.59057E+12,-62,-89,-84,-76,0.3245,0.1113,0,0.019909,-0.06867,-0.878589,0.472195,,
1.59057E+12,-62,-89,-84,-76,0.31829998,0.1777,-0.2856,0.019917,-0.068232,-0.878413,0.472585,,
1.59057E+12,-62,-89,-84,-76,0.31829998,0.1777,-0.2856,0.019917,-0.068232,-0.878413,0.472585,,
1.59057E+12,-62,-89,-84,-76,0.24949999,0.2386,-0.1469,0.019667,-0.068825,-0.87833,0.472665,,
1.59057E+12,-59,-91,-82,-81,0.21419999,0.24589999,0.1744,0.018962,-0.068202,-0.878553,0.472368,,
1.59057E+12,-59,-91,-82,-81,-0.036,0.114599995,0.1934,0.018548,-0.068063,-0.878819,0.47191,,
1.59057E+12,-59,-91,-82,-81,-0.036,0.114599995,0.1934,0.018548,-0.068063,-0.878819,0.47191,,
1.59057E+12,-59,-91,-82,-81,-0.015,0.091699995,0.0846,0.018384,-0.067751996,-0.879323,0.471021,,
1.59057E+12,-59,-91,-82,-81,-0.015,0.091699995,0.0846,0.018384,-0.067751996,-0.879323,0.471021,,
1.59057E+12,-59,-91,-82,-81,0.1081,0.1785,0.163,0.018657,-0.067691,-0.87939,0.470894,,
1.59057E+12,-59,-91,-82,-81,0.1081,0.1785,0.163,0.018657,-0.067691,-0.87939,0.470894,,
1.59057E+12,-59,-91,-82,-81,0.1095,0.2853,0.34919998,0.019141,-0.067480996,-0.879738,0.470256,,
1.59057E+12,-59,-91,-82,-81,-0.0708,0.26839998,0.2642,0.020472,-0.068316,-0.87979,0.469982,,
1.59057E+12,-59,-91,-82,-81,-0.0708,0.26839998,0.2642,0.020472,-0.068316,-0.87979,0.469982,,
1.59057E+12,-59,-91,-82,-81,-0.18339999,0.1619,0.0691,0.020888,-0.068583,-0.879887,0.469743,,
1.59057E+12,-59,-91,-82,-81,-0.18339999,0.1619,0.0691,0.020888,-0.068583,-0.879887,0.469743,,
1.59057E+12,-59,-91,-82,-81,-0.3093,0.0414,0.1387,0.02257,-0.068413,-0.880009,0.469461,,
1.59057E+12,-59,-91,-82,-81,-0.3093,0.0414,0.1387,0.02257,-0.068413,-0.880009,0.469461,,
1.59057E+12,-59,-91,-82,-81,-0.41279998,0.051799998,0.4339,0.023439,-0.068487,-0.879907,0.469598,,
1.59057E+12,-59,-91,-82,-81,-0.4919,0.108799994,0.23279999,0.027112,-0.068918,-0.879379,0.470325,,
1.59057E+12,-59,-91,-82,-81,-0.4919,0.108799994,0.23279999,0.027112,-0.068918,-0.879379,0.470325,,
1.59057E+12,-59,-91,-82,-81,-0.46719998,0.2701,-0.4177,0.028968,-0.070538,-0.878535,0.471551,,
1.59057E+12,-59,-91,-82,-81,-0.3823,0.3696,-0.7477,0.03281,-0.073551,-0.877472,0.472817,,
1.59057E+12,-59,-91,-82,-81,-0.3823,0.3696,-0.7477,0.03281,-0.073551,-0.877472,0.472817,,
1.59057E+12,-59,-91,-82,-81,-0.5427,0.3277,-0.65569997,0.032807,-0.07486,-0.877061,0.473374,,
1.59057E+12,-59,-91,-82,-81,-0.6103,0.191,-0.1021,0.034934,-0.075401,-0.876629,0.473935,,
1.59057E+12,-59,-91,-82,-81,-0.6371,0.16149999,0.251,0.034634,-0.075572,-0.87648,0.474206,,
1.59057E+12,-59,-91,-82,-81,-0.6371,0.16149999,0.251,0.034634,-0.075572,-0.87648,0.474206,,
1.59057E+12,-59,-91,-82,-81,-0.396,0.2952,0.0405,0.037113998,-0.076163,-0.875779,0.47521698,,
1.59057E+12,-59,-91,-82,-81,-0.3026,0.3678,-0.3213,0.037543,-0.07628,-0.875436,0.47579598,,
1.59057E+12,-59,-91,-82,-81,-0.4279,0.2235,-0.063599996,0.039413,-0.07625,-0.87513,0.476212,,
1.59057E+12,-59,-91,-82,-81,-0.7527,-0.0027,0.3351,0.038898,-0.07542,-0.875186,0.476284,,
1.59057E+12,-59,-91,-82,-81,-0.7967,-0.042,0.5279,0.041335,-0.072947,-0.874945,0.476906,,
1.59057E+12,-59,-91,-82,-81,-0.7967,-0.042,0.5279,0.041335,-0.072947,-0.874945,0.476906,,
1.59057E+12,-59,-91,-82,-81,-0.4615,0.20799999,0.0859,0.042318,-0.072121,-0.873993,0.478688,,
1.59057E+12,-59,-91,-82,-81,-0.084,0.36859998,-0.6889,0.045425,-0.073639,-0.872433,0.481013,,
1.59057E+12,-59,-91,-82,-81,-0.2015,0.4928,-0.92359996,0.046171,-0.073408,-0.871009,0.48355,,
1.59057E+12,-59,-91,-82,-81,-0.32459998,0.3989,-0.7583,0.049009,-0.074456,-0.869501,0.48582,,
1.59057E+12,-59,-91,-82,-81,-0.32459998,0.3989,-0.7583,0.049009,-0.074456,-0.869501,0.48582,,
1.59057E+12,-59,-91,-82,-81,-0.2933,0.3938,-0.42929998,0.048242,-0.073431,-0.868269,0.488251,,
1.59057E+12,-59,-91,-82,-81,-0.0424,0.5043,-0.346,0.049401,-0.074336,-0.866675,0.490823,,
1.59057E+12,-59,-91,-82,-81,-0.0424,0.5043,-0.346,0.049401,-0.074336,-0.866675,0.490823,,
1.59057E+12,-59,-91,-82,-81,0.14819999,0.7177,-0.6042,0.048951,-0.073546,-0.865188,0.493603,,
1.59057E+12,-59,-91,-82,-81,0.107499994,0.6752,-0.89699996,0.050278,-0.076455,-0.86340797,0.496138,,
1.59057E+12,-59,-91,-82,-81,0.107499994,0.6752,-0.89699996,0.050278,-0.076455,-0.86340797,0.496138,,
1.59057E+12,-59,-91,-82,-81,-0.14019999,0.6615,-0.8038,0.04881,-0.075769,-0.862365,0.498199,,
1.59057E+12,-59,-91,-82,-81,-0.14019999,0.6615,-0.8038,0.04881,-0.075769,-0.862365,0.498199,,
1.59057E+12,-59,-91,-82,-81,-0.2351,0.5541,-0.43559998,0.049907,-0.076845,-0.860882,0.500484,,
1.59057E+12,-59,-91,-82,-81,0.037299998,0.6755,-0.3046,0.04836,-0.075754,-0.859234,0.503626,,
1.59057E+12,-59,-91,-82,-81,0.037299998,0.6755,-0.3046,0.04836,-0.075754,-0.859234,0.503626,,
1.59057E+12,-59,-91,-82,-81,0.2331,0.7532,-0.3446,0.049001,-0.078344,-0.857587,0.505969,,
1.59057E+12,-59,-91,-82,-81,0.2331,0.7532,-0.3446,0.049001,-0.078344,-0.857587,0.505969,,
1.59057E+12,-59,-91,-82,-81,0.1043,0.81839997,-0.5536,0.048273,-0.077802,-0.856469,0.508012,,
1.59057E+12,-59,-91,-82,-81,-0.1021,0.7881,-0.76589996,0.050724,-0.080511,-0.854819,0.510126,,
1.59057E+12,-59,-91,-82,-81,-0.066,0.88119996,-0.8393,0.049714,-0.07964,-0.853613,0.512376,,
1.59057E+12,-59,-91,-82,-81,-0.066,0.88119996,-0.8393,0.049714,-0.07964,-0.853613,0.512376,,
1.59057E+12,-59,-91,-82,-81,-0.006,0.8779,-0.6017,0.05163,-0.082227,-0.852005,0.51445,,
1.59057E+12,-59,-91,-82,-81,-0.1853,0.87899995,-0.35279998,0.050475,-0.081075996,-0.8508,0.516736,,
1.59057E+12,-59,-91,-82,-81,-0.2445,0.89699996,-0.6114,0.053693,-0.083957,-0.849037,0.518847,,
1.59057E+12,-59,-91,-82,-81,-0.2445,0.89699996,-0.6114,0.053693,-0.083957,-0.849037,0.518847,,
1.59057E+12,-59,-91,-82,-81,-0.1382,1.1402999,-0.821,0.05256,-0.08357,-0.847454,0.521608,,
1.59057E+12,-59,-91,-82,-81,-0.0156,1.1735,-0.78,0.055432,-0.088119,-0.845412,0.523869,,
1.59057E+12,-59,-91,-82,-81,-0.2057,1.2544999,-0.49249998,0.053815998,-0.087173,-0.843903,0.526622,,
