timestamp,rssi1,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w
1.59438E+12,-47,5.00E-04,-0.0021,-0.0096,0.1267,-0.037,9.805699,0.003628,-0.005673,0.753472,0.657445
1.59438E+12,-47,5.00E-04,-0.0021,-0.0096,0.1267,-0.037,9.805699,0.003628,-0.005673,0.753472,0.657445
1.59438E+12,-47,0.0094,0.007,1.00E-04,0.1276,-0.0363,9.805699,0.003684,-0.005677,0.753472,0.657445
1.59438E+12,-47,0.0094,0.0168,1.00E-04,0.1276,-0.0363,9.805699,0.003684,-0.005677,0.753472,0.657445
1.59438E+12,-47,0.0094,0.0168,1.00E-04,0.1276,-0.0363,9.805699,0.003684,-0.005677,0.753472,0.657445
1.59438E+12,-47,-0.0092,-0.0025,-0.009699999,0.1268,-0.036599997,9.805699,0.003643,-0.005658,0.753472,0.657445
1.59438E+12,-47,5.00E-04,-0.0025,-0.009699999,0.1268,-0.036599997,9.805699,0.003643,-0.005658,0.753472,0.657445
1.59438E+12,-47,5.00E-04,-0.0025,-0.009699999,0.1268,-0.036599997,9.805699,0.003643,-0.005658,0.753472,0.657445
1.59438E+12,-47,4.00E-04,-0.0023,-0.0096,0.1268,-0.0368,9.805699,0.003638,-0.005668,0.753471,0.657445
1.59438E+12,-47,4.00E-04,-0.0023,-0.0096,0.1268,-0.0368,9.805699,0.003638,-0.005668,0.753472,0.657445
1.59438E+12,-47,4.00E-04,-0.0023,-0.0096,0.1268,-0.0368,9.805699,0.003638,-0.005668,0.753472,0.657445
1.59438E+12,-47,0.0094,-0.0021,1.00E-04,0.1277,-0.037,9.805699,0.003665,-0.005706,0.753471,0.657445
1.59438E+12,-47,-0.010199999,0.0076,-0.0096,0.1277,-0.037,9.805699,0.003665,-0.005706,0.753471,0.657445
1.59438E+12,-47,-0.010199999,0.0076,-0.0096,0.1277,-0.037,9.805699,0.003665,-0.005706,0.753471,0.657445
1.59438E+12,-47,-3.00E-04,-0.0019,-0.0096,0.1277,-0.0372,9.805699,0.003658,-0.005712,0.753472,0.657445
1.59438E+12,-47,-0.0101,0.0078,-0.0096,0.1277,-0.0372,9.805699,0.003658,-0.005712,0.753472,0.657444
1.59438E+12,-47,-0.0101,0.0078,-0.0096,0.1277,-0.0372,9.805699,0.003658,-0.005712,0.753472,0.657444
1.59438E+12,-47,-3.00E-04,0.0072,-0.019399999,0.1277,-0.0365,9.805699,0.00368,-0.005686,0.753471,0.657445
1.59438E+12,-47,-0.0101,-0.0026,-0.0096,0.1277,-0.0365,9.805699,0.00368,-0.005686,0.753471,0.657445
1.59438E+12,-47,-0.0101,-0.0026,-0.0096,0.1277,-0.0365,9.805699,0.00368,-0.005686,0.753471,0.657445
1.59438E+12,-47,-3.00E-04,-0.0023,-0.0096,0.1276,-0.0368,9.805699,0.003671,-0.005694,0.753471,0.657445
1.59438E+12,-47,0.0094,-0.0023,-0.0096,0.1276,-0.0368,9.805699,0.003671,-0.005694,0.753471,0.657445
1.59438E+12,-47,0.0094,-0.0023,-0.0096,0.1276,-0.0368,9.805699,0.003671,-0.005694,0.753471,0.657445
1.59438E+12,-47,-3.00E-04,-0.0021,1.00E-04,0.1276,-0.037,9.805699,0.003663,-0.005701,0.753472,0.657445
1.59438E+12,-47,0.0094,0.0076,-0.0096,0.1276,-0.037,9.805699,0.003663,-0.005701,0.753472,0.657445
1.59438E+12,-47,0.0094,0.0076,-0.0096,0.1276,-0.037,9.805699,0.003663,-0.005701,0.753472,0.657445
1.59438E+12,-47,-3.00E-04,-0.0109,-0.019399999,0.1276,-0.038,9.805699,0.003629,-0.005741,0.753472,0.657444
1.59438E+12,-47,-3.00E-04,-0.0011,-0.0096,0.1276,-0.038,9.805699,0.003629,-0.005741,0.753472,0.657444
1.59438E+12,-47,-3.00E-04,-0.0011,-0.0096,0.1276,-0.038,9.805699,0.003629,-0.005741,0.753472,0.657444
1.59438E+12,-47,-3.00E-04,-0.0099,-0.019399999,0.1276,-0.0389,9.805699,0.003597,-0.005777,0.753472,0.657444
1.59438E+12,-47,0.0094,0.0096,-0.0096,0.1276,-0.0389,9.805699,0.003597,-0.005777,0.753472,0.657444
1.59438E+12,-47,0.0094,0.0096,-0.0096,0.1276,-0.0389,9.805699,0.003597,-0.005777,0.753472,0.657444
1.59438E+12,-47,0.008599999,-1.00E-04,-0.029199999,0.1285,-0.039,9.805699,0.003628,-0.005806,0.753471,0.657444
1.59438E+12,-47,-0.0011,-1.00E-04,1.00E-04,0.1285,-0.039,9.805699,0.003629,-0.005806,0.753471,0.657444
1.59438E+12,-47,-0.0011,-1.00E-04,1.00E-04,0.1285,-0.039,9.805699,0.003629,-0.005806,0.753471,0.657444
1.59438E+12,-47,-1.00E-03,-0.009099999,1.00E-04,0.1284,-0.0398,9.805699,0.003596,-0.005836,0.753472,0.657444
1.59438E+12,-47,-1.00E-03,6.00E-04,-0.0096,0.1284,-0.0398,9.805699,0.003596,-0.005836,0.753472,0.657444
1.59438E+12,-47,-1.00E-03,6.00E-04,-0.0096,0.1284,-0.0398,9.805699,0.003596,-0.005836,0.753472,0.657444
1.59438E+12,-47,-9.00E-04,0.0096,-0.0096,0.1283,-0.0389,9.805699,0.003623,-0.005799,0.753471,0.657444
1.59438E+12,-47,0.0088,-0.01,-0.0096,0.1283,-0.0389,9.805699,0.003623,-0.005799,0.753471,0.657444
1.59438E+12,-47,0.0088,-0.01,-0.0096,0.1283,-0.0389,9.805699,0.003623,-0.005799,0.753471,0.657444
1.59438E+12,-47,-9.00E-04,-1.00E-04,-0.0096,0.1282,-0.0389,9.805699,0.003619,-0.005797,0.753471,0.657444
1.59438E+12,-47,-9.00E-04,0.0096,-0.0096,0.1282,-0.0389,9.805699,0.00362,-0.005797,0.753471,0.657445
1.59438E+12,-47,-9.00E-04,0.0096,-0.0096,0.1282,-0.0389,9.805699,0.00362,-0.005797,0.753471,0.657445
1.59438E+12,-47,-8.00E-04,0.0088,-0.029199999,0.1282,-0.0381,9.805699,0.003645,-0.005764,0.753471,0.657445
1.59438E+12,-47,-8.00E-04,-1.00E-03,1.00E-04,0.1282,-0.0381,9.805699,0.003645,-0.005764,0.753471,0.657445
1.59438E+12,-47,-8.00E-04,-9.00E-04,-0.0096,0.1281,-0.0382,9.805699,0.00364,-0.005766,0.753471,0.657445
1.59438E+12,-47,-8.00E-04,-9.00E-04,-0.0096,0.1281,-0.0382,9.805699,0.00364,-0.005766,0.753471,0.657445
1.59438E+12,-47,-8.00E-04,-9.00E-04,-0.0096,0.1281,-0.0382,9.805699,0.00364,-0.005766,0.753471,0.657445
1.59438E+12,-47,-7.00E-04,-8.00E-04,-0.0096,0.12799999,-0.0383,9.805699,0.003635,-0.005767,0.753471,0.657445
1.59438E+12,-47,-7.00E-04,0.0089,-0.0096,0.12799999,-0.0383,9.805699,0.003635,-0.005767,0.753471,0.657445
1.59438E+12,-47,-6.00E-04,0.0082,-0.0096,0.12799999,-0.037499998,9.805699,0.003658,-0.005736,0.753471,0.657445
1.59438E+12,-47,-6.00E-04,0.0082,-0.0096,0.12799999,-0.037499998,9.805699,0.003659,-0.005736,0.753471,0.657445
1.59438E+12,-47,-6.00E-04,0.0082,-0.0096,0.12799999,-0.037499998,9.805699,0.003659,-0.005736,0.753471,0.657445
1.59438E+12,-47,-6.00E-04,-0.0014,1.00E-04,0.12789999,-0.037699997,9.805699,0.003652,-0.00574,0.753471,0.657445
1.59438E+12,-47,0.009099999,-0.0112,0.0099,0.12789999,-0.037699997,9.805699,0.003652,-0.00574,0.753471,0.657445
1.59438E+12,-47,-0.0095,-0.010199999,-0.0096,0.12709999,-0.0387,9.805699,0.003585,-0.005747,0.753471,0.657445
1.59438E+12,-47,2.00E-04,-0.010199999,-0.0096,0.12709999,-0.0387,9.805699,0.003585,-0.005747,0.753471,0.657445
1.59438E+12,-47,2.00E-04,-4.00E-04,-0.0096,0.12709999,-0.0387,9.805699,0.003585,-0.00575,0.753471,0.657445
1.59438E+12,-47,2.00E-04,-4.00E-04,-0.0096,0.12709999,-0.0387,9.805699,0.003585,-0.00575,0.753471,0.657445
1.59438E+12,-47,2.00E-04,-0.02,-0.0096,0.12709999,-0.0387,9.805699,0.003585,-0.00575,0.753471,0.657445
1.59438E+12,-47,1.00E-04,0.0085,-0.019399999,0.12709999,-0.0379,9.805699,0.003613,-0.005721,0.753471,0.657445
1.59438E+12,-47,1.00E-04,-0.0012,-0.0096,0.12709999,-0.0379,9.805699,0.003613,-0.005721,0.753471,0.657445
1.59438E+12,-47,1.00E-04,-0.0012,-0.0096,0.12709999,-0.0379,9.805699,0.003613,-0.005721,0.753471,0.657445
1.59438E+12,-47,1.00E-04,-0.01,0,0.12709999,-0.038799997,9.805699,0.003582,-0.005758,0.753471,0.657445
1.59438E+12,-47,-0.0096,0.019299999,-0.0392,0.12709999,-0.038799997,9.805699,0.003582,-0.005758,0.753471,0.657445
1.59438E+12,-47,1.00E-04,0.0087,-0.0098,0.12719999,-0.038,9.805699,0.003611,-0.005727,0.753471,0.657445
1.59438E+12,-47,1.00E-04,0.0087,-0.0098,0.12719999,-0.038,9.805699,0.003611,-0.005727,0.753471,0.657445
1.59438E+12,-47,-0.0088,-1.00E-03,-0.0098,0.1264,-0.0381,9.805699,0.003576,-0.005704,0.753471,0.657445
1.59438E+12,-47,-0.0088,0.0087,-0.0098,0.1264,-0.0381,9.805699,0.003576,-0.005704,0.753471,0.657445
1.59438E+12,-47,-0.0081,-9.00E-04,-0.0196,0.1256,-0.0382,9.805699,0.003545,-0.005682,0.753472,0.657445
1.59438E+12,-47,-0.0081,-9.00E-04,-0.0196,0.1256,-0.0382,9.805699,0.003545,-0.005682,0.753472,0.657445
1.59438E+12,-47,0.0016,-0.020499999,-0.0098,0.1256,-0.0382,9.805699,0.003544,-0.005683,0.753472,0.657445
1.59438E+12,-47,-0.0074,0.0081,-0.0098,0.1249,-0.037499998,9.805699,0.003544,-0.00563,0.753472,0.657445
1.59438E+12,-47,-0.0074,0.0081,-0.0098,0.1249,-0.037499998,9.805699,0.003544,-0.00563,0.753472,0.657445
1.59438E+12,-47,-0.0074,0.0081,-0.0098,0.1249,-0.037499998,9.805699,0.003544,-0.00563,0.753472,0.657445
1.59438E+12,-47,-0.0074,0.0081,-0.0098,0.1249,-0.037499998,9.805699,0.003544,-0.00563,0.753472,0.657445
1.59438E+12,-47,0.0021,-0.0015,-0.0098,0.1251,-0.0376,9.805699,0.003547,-0.005643,0.753472,0.657445
1.59438E+12,-47,0.0021,0.0082,-0.0098,0.1251,-0.0376,9.805699,0.003547,-0.005643,0.753472,0.657445
1.59438E+12,-47,0.0021,0.0082,-0.0098,0.1251,-0.0376,9.805699,0.003547,-0.005643,0.753472,0.657445
1.59438E+12,-47,0.0019,0.0075,-0.0098,0.12529999,-0.0369,9.805699,0.003578,-0.005623,0.753473,0.657445
1.59438E+12,-47,0.0019,-0.012,-0.0196,0.12529999,-0.0369,9.805699,0.003578,-0.005623,0.753473,0.657444
1.59438E+12,-47,0.0019,-0.012,-0.0196,0.12529999,-0.0369,9.805699,0.003578,-0.005623,0.753473,0.657444
1.59438E+12,-47,0.0017,-0.002,-0.0098,0.1255,-0.0371,9.805699,0.003578,-0.005636,0.753473,0.657444
1.59438E+12,-47,0.0115,-0.002,-0.0098,0.1255,-0.0371,9.805699,0.003578,-0.005636,0.753473,0.657444
1.59438E+12,-47,0.0115,-0.002,-0.0098,0.1255,-0.0371,9.805699,0.003578,-0.005636,0.753473,0.657444
1.59438E+12,-47,0.0016,-0.0018,-0.0098,0.1257,-0.037299998,9.805699,0.003579,-0.005648,0.753473,0.657444
1.59438E+12,-47,-0.0081,0.0079,-0.0098,0.1257,-0.037299998,9.805699,0.003579,-0.005648,0.753473,0.657444
1.59438E+12,-47,0.0014,-0.0106,-0.0098,0.1258,-0.0383,9.805699,0.003551,-0.005692,0.753472,0.657444
1.59438E+12,-47,0.0014,-8.00E-04,0,0.1258,-0.0383,9.805699,0.003551,-0.005692,0.753472,0.657444
1.59438E+12,-47,0.0014,-8.00E-04,0,0.1258,-0.0383,9.805699,0.003551,-0.005692,0.753472,0.657444
1.59438E+12,-47,-0.0165,-7.00E-04,0,0.124299996,-0.038399998,9.805699,0.003489,-0.005643,0.753473,0.657444
1.59438E+12,-47,0.003,-7.00E-04,-0.0098,0.124299996,-0.038399998,9.805699,0.003489,-0.005643,0.753473,0.657444
1.59438E+12,-47,0.0027,-0.0096,-0.0098,0.12459999,-0.0393,9.805699,0.003469,-0.005687,0.753472,0.657445
1.59438E+12,-47,0.0027,1.00E-04,-0.0098,0.12459999,-0.0393,9.805699,0.003469,-0.005687,0.753472,0.657445
1.59438E+12,-47,0.0027,1.00E-04,-0.0098,0.12459999,-0.0393,9.805699,0.003469,-0.005687,0.753472,0.657445
1.59438E+12,-47,-0.0065,0.009099999,-0.0393,0.124,-0.038399998,9.805699,0.003475,-0.005636,0.753473,0.657444
1.59438E+12,-47,0.0033,0.009099999,-0.0098,0.124,-0.038399998,9.805699,0.003475,-0.005636,0.753473,0.657444
1.59438E+12,-47,0.003,-6.00E-04,0,0.124299996,-0.0385,9.805699,0.003484,-0.005648,0.753473,0.657444
1.59438E+12,-47,0.003,0.009099999,-0.0098,0.124299996,-0.0385,9.805699,0.003484,-0.005648,0.753473,0.657444
1.59438E+12,-47,0.003,0.009099999,-0.0098,0.124299996,-0.0385,9.805699,0.003484,-0.005648,0.753473,0.657444
1.59438E+12,-47,0.0027,0.0083,-0.0098,0.12459999,-0.037699997,9.805699,0.003521,-0.005627,0.753473,0.657444
1.59438E+12,-47,-0.007,-0.0014,-0.0098,0.12459999,-0.037699997,9.805699,0.003521,-0.005627,0.753473,0.657444
1.59438E+12,-47,0.0025,-0.0013,0,0.1248,-0.0378,9.805699,0.003526,-0.00564,0.753473,0.657444
1.59438E+12,-47,0.0123,-0.0013,-0.0196,0.1248,-0.0378,9.805699,0.003526,-0.00564,0.753473,0.657444
1.59438E+12,-47,0.0123,-0.0013,-0.0196,0.1248,-0.0378,9.805699,0.003526,-0.00564,0.753473,0.657444
1.59438E+12,-47,0.0022,-0.0011,-0.0196,0.125,-0.038,9.805699,0.003531,-0.005652,0.753473,0.657444
1.59438E+12,-47,0.0022,-0.0011,-0.0098,0.125,-0.038,9.805699,0.003531,-0.005652,0.753473,0.657444
1.59438E+12,-47,0.002,0.0078,-0.0098,0.1252,-0.0372,9.805699,0.003563,-0.005631,0.753473,0.657444
1.59438E+12,-47,0.002,-0.0117,-0.0098,0.1252,-0.0372,9.805699,0.003563,-0.005631,0.753473,0.657444
1.59438E+12,-47,0.002,-0.0117,-0.0098,0.1252,-0.0372,9.805699,0.003563,-0.005631,0.753473,0.657444
1.59438E+12,-47,0.010799999,-0.0017,-0.0196,0.12629999,-0.0374,9.805699,0.003598,-0.005673,0.753473,0.657444
1.59438E+12,-47,1.00E-03,0.007999999,-0.0098,0.12629999,-0.0374,9.805699,0.003598,-0.005673,0.753473,0.657444
1.59438E+12,-47,9.00E-04,0.0073,-0.0098,0.1264,-0.0367,9.805699,0.003624,-0.00565,0.753473,0.657444
1.59438E+12,-47,9.00E-04,-0.0122,-0.0196,0.1264,-0.0367,9.805699,0.003625,-0.00565,0.753473,0.657444
1.59438E+12,-47,9.00E-04,-0.0122,-0.0196,0.1264,-0.0367,9.805699,0.003625,-0.00565,0.753473,0.657444
1.59438E+12,-47,0.009699999,-0.0111,-0.0098,0.1273,-0.0378,9.805699,0.003625,-0.005721,0.753473,0.657442
1.59438E+12,-47,0,0.0084,-0.0196,0.1273,-0.0378,9.805699,0.003625,-0.005721,0.753474,0.657442
1.59438E+12,-47,0,-0.0012,-0.0098,0.1273,-0.0379,9.805699,0.003621,-0.005726,0.753474,0.657442
1.59438E+12,-47,0,0.0085,-0.0196,0.1273,-0.0379,9.805699,0.003621,-0.005726,0.753474,0.657442
1.59438E+12,-47,0,0.0167,-0.0196,0.1273,-0.0363,9.805699,0.003675,-0.005667,0.753472,0.657444
1.59438E+12,-47,0,0.0167,-0.0196,0.1273,-0.0363,9.805699,0.003675,-0.005667,0.753472,0.657444
1.59438E+12,-47,0,-0.0028,-0.0098,0.1273,-0.0363,9.805699,0.003675,-0.005667,0.753472,0.657444
1.59438E+12,-47,0,-0.0025,-0.0098,0.1274,-0.036599997,9.805699,0.003667,-0.005677,0.753472,0.657444
1.59438E+12,-47,0,-0.0123,-0.0098,0.1274,-0.036599997,9.805699,0.003667,-0.005677,0.753472,0.657444
1.59438E+12,-53,0,-0.0023,-0.0098,0.1274,-0.0368,9.805699,0.00366,-0.005685,0.753472,0.657444
1.59438E+12,-53,-0.0098,-0.0023,0,0.1274,-0.0368,9.805699,0.00366,-0.005685,0.753472,0.657444
1.59438E+12,-53,-0.0098,-0.0023,0,0.1274,-0.0368,9.805699,0.00366,-0.005685,0.753472,0.657444
1.59438E+12,-53,0,-0.0021,0,0.1274,-0.037,9.805699,0.003653,-0.005693,0.753473,0.657444
1.59438E+12,-53,0,-0.0021,0,0.1274,-0.037,9.805699,0.003653,-0.005693,0.753473,0.657444
1.59438E+12,-53,0.0098,-0.0218,0,0.1274,-0.037,9.805699,0.003653,-0.005693,0.753473,0.657444
1.59438E+12,-53,0.0089,0.0069,-0.0196,0.1282,-0.0363,9.805699,0.003708,-0.005698,0.753472,0.657444
1.59438E+12,-53,0.0089,0.0069,-0.0196,0.1282,-0.0363,9.805699,0.003708,-0.005698,0.753472,0.657444
1.59438E+12,-53,0.0089,0.0069,0,0.1282,-0.0363,9.805699,0.003708,-0.005698,0.753472,0.657444
1.59438E+12,-53,0.0089,0.0069,0,0.1282,-0.0363,9.805699,0.003708,-0.005698,0.753472,0.657444
1.59438E+12,-53,-0.0186,-0.0025,0,0.1265,-0.036599997,9.805699,0.003633,-0.005648,0.753472,0.657445
1.59438E+12,-53,9.00E-04,0.0072,-0.0098,0.1265,-0.036599997,9.805699,0.003633,-0.005648,0.753472,0.657445
1.59438E+12,-53,9.00E-04,0.0072,-0.0098,0.1265,-0.036599997,9.805699,0.003633,-0.005648,0.753472,0.657445
1.59438E+12,-53,8.00E-04,-0.0023,0,0.1266,-0.0368,9.805699,0.003629,-0.00566,0.753472,0.657445
1.59438E+12,-53,8.00E-04,-0.0023,0,0.1266,-0.0368,9.805699,0.003629,-0.00566,0.753472,0.657445
1.59438E+12,-53,8.00E-04,-0.0023,-0.0098,0.1266,-0.0368,9.805699,0.003629,-0.00566,0.753472,0.657445
1.59438E+12,-53,8.00E-04,-0.0023,-0.0098,0.1266,-0.0368,9.805699,0.003629,-0.00566,0.753472,0.657445
1.59438E+12,-53,7.00E-04,0.0067,0,0.1266,-0.036199998,9.805699,0.003653,-0.005638,0.753472,0.657445
1.59438E+12,-53,0.0105,-0.0128,0,0.1266,-0.036199998,9.805699,0.003653,-0.005638,0.753472,0.657445
1.59438E+12,-53,0.0105,-0.0128,0,0.1266,-0.036199998,9.805699,0.003653,-0.005638,0.753472,0.657445
1.59438E+12,-53,0.0096,0.0062,0,0.1276,-0.0356,9.805699,0.003708,-0.005646,0.753472,0.657444
1.59438E+12,-53,0.0096,0.0062,0,0.1276,-0.0356,9.805699,0.003708,-0.005646,0.753472,0.657444
1.59438E+12,-53,-1.00E-04,0.0062,0,0.1276,-0.0356,9.805699,0.003708,-0.005646,0.753472,0.657444
1.59438E+12,-53,0.0088,-0.0032,0,0.1284,-0.0359,9.805699,0.003729,-0.005686,0.753473,0.657443
1.59438E+12,-53,0.0088,-0.0032,0,0.1284,-0.0359,9.805699,0.003729,-0.005686,0.753473,0.657443
1.59438E+12,-53,-9.00E-04,-0.0032,0,0.1284,-0.0359,9.805699,0.003729,-0.005686,0.753472,0.657443
1.59438E+12,-53,-9.00E-04,-0.0032,0,0.1284,-0.0359,9.805699,0.003729,-0.005686,0.753472,0.657443
1.59438E+12,-53,-8.00E-04,-0.003,0,0.1283,-0.036199998,9.805699,0.003717,-0.005694,0.753473,0.657443
1.59438E+12,-53,-8.00E-04,-0.003,0,0.1283,-0.036199998,9.805699,0.003717,-0.005694,0.753473,0.657443
1.59438E+12,-53,-0.009699999,0.0062,-0.0098,0.1274,-0.0356,9.805699,0.003701,-0.005641,0.753472,0.657444
1.59438E+12,-53,-0.009699999,0.0062,-0.0098,0.1274,-0.0356,9.805699,0.003701,-0.005641,0.753472,0.657444
1.59438E+12,-53,-0.009699999,-0.0133,0.009699999,0.1274,-0.0356,9.805699,0.003701,-0.005641,0.753472,0.657444
1.59438E+12,-53,-0.0089,0.0056,0,0.1266,-0.035099998,9.805699,0.003687,-0.005593,0.753472,0.657445
1.59438E+12,-53,8.00E-04,-0.0139,0,0.1266,-0.035099998,9.805699,0.003687,-0.005593,0.753472,0.657445
1.59438E+12,-53,7.00E-04,-0.0127,0.009699999,0.1266,-0.036199998,9.805699,0.00365,-0.00564,0.753472,0.657445
1.59438E+12,-53,7.00E-04,-0.0127,0.009699999,0.1266,-0.036199998,9.805699,0.00365,-0.00564,0.753472,0.657445
1.59438E+12,-53,7.00E-04,-0.0029,-0.0098,0.1266,-0.036199998,9.805699,0.00365,-0.00564,0.753472,0.657445
1.59438E+12,-53,-0.0082,0.015199999,0,0.1259,-0.0348,9.805699,0.003668,-0.00556,0.753472,0.657445
1.59438E+12,-53,0.0015,0.0054,0,0.1259,-0.0348,9.805699,0.003668,-0.00556,0.753472,0.657446
1.59438E+12,-53,0.0014,-0.0039,-0.0098,0.126,-0.0352,9.805699,0.003661,-0.005579,0.753472,0.657446
1.59438E+12,-53,0.0014,-0.0039,-0.0098,0.126,-0.0352,9.805699,0.003661,-0.005579,0.753472,0.657446
1.59438E+12,-53,-0.0083,0.0058,0,0.126,-0.0352,9.805699,0.003661,-0.00558,0.753472,0.657446
1.59438E+12,-53,-0.0076,0.0061,0,0.12529999,-0.035499997,9.805699,0.003622,-0.005569,0.753471,0.657446
1.59438E+12,-53,0.0019,-0.0033,0,0.1255,-0.0359,9.805699,0.003618,-0.005587,0.753471,0.657446
1.59438E+12,-53,0.0019,-0.0033,0,0.1255,-0.0359,9.805699,0.003618,-0.005587,0.753471,0.657446
1.59438E+12,-53,0.0117,-0.0033,0,0.1255,-0.0358,9.805699,0.003619,-0.005587,0.753471,0.657446
1.59438E+12,-53,0.0017,-0.012,0,0.1256,-0.037,9.805699,0.003588,-0.005635,0.753471,0.657447
1.59438E+12,-53,0.0115,-0.012,-0.0098,0.1256,-0.037,9.805699,0.003588,-0.005635,0.753471,0.657447
1.59438E+12,-53,0.0016,-0.0109,0,0.1258,-0.038,9.805699,0.003559,-0.00568,0.75347,0.657447
1.59438E+12,-53,0.0016,0.008599999,0.009699999,0.1258,-0.038,9.805699,0.003559,-0.00568,0.75347,0.657447
1.59438E+12,-53,0.0016,0.008599999,0.009699999,0.1258,-0.038,9.805699,0.003559,-0.00568,0.75347,0.657447
1.59438E+12,-53,0.0014,-1.00E-03,0,0.1259,-0.0381,9.805699,0.003561,-0.005689,0.75347,0.657447
1.59438E+12,-53,0.0014,-1.00E-03,-0.0196,0.1259,-0.0381,9.805699,0.003561,-0.005689,0.75347,0.657447
1.59438E+12,-53,-0.0076,0.0079,0,0.1252,-0.037299998,9.805699,0.003559,-0.005636,0.753471,0.657447
1.59438E+12,-53,0.0021,0.0079,0,0.1252,-0.037299998,9.805699,0.003559,-0.005636,0.753471,0.657447
