timestamp,rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w
1595461864647,-61,-62,-64,-62,-53,-66,-43,-44,0.5437,0.13229999,0.9025,0.7409,0.77959996,9.747399,-0.003711,-0.054795,-0.768618,0.637345
1595461864662,-61,-62,-64,-62,-53,-66,-43,-44,0.5437,0.13229999,0.9025,0.7409,0.77959996,9.747399,-0.003711,-0.054795,-0.768618,0.637345
1595461864675,-61,-62,-64,-62,-53,-66,-43,-44,0.1086,0.32999998,0.1621,0.7543,0.8271,9.742499,-0.002652,-0.057107,-0.768102,0.63777
1595461864687,-61,-62,-64,-62,-53,-66,-43,-44,0.1774,0.39,0.094299994,0.7443,0.8455,9.7417,-0.001654,-0.057507,-0.76803,0.637824
1595461864699,-61,-62,-64,-62,-53,-66,-43,-44,0.1774,0.39,0.094299994,0.7443,0.8455,9.7417,-0.001654,-0.057507,-0.76803,0.637824
1595461864712,-61,-62,-64,-62,-53,-66,-43,-44,0.2146,0.2951,-0.21519999,0.7463,0.8914,9.7374,-2.27E-4,-0.059382,-0.767817,0.63791
1595461864725,-61,-62,-64,-62,-53,-66,-43,-44,0.20349999,0.24319999,-0.5177,0.7378,0.91389996,9.736,8.32E-4,-0.059991,-0.76787597,0.637782
1595461864737,-61,-62,-64,-62,-53,-66,-43,-44,0.20349999,0.24319999,-0.5177,0.7378,0.91389996,9.736,8.32E-4,-0.059991,-0.76787597,0.637782
1595461864749,-61,-62,-64,-62,-53,-66,-43,-44,0.1061,0.1041,-0.44619998,0.73719996,0.94509995,9.7331,0.001853,-0.061201,-0.768072,0.637429
1595461864763,-61,-62,-64,-62,-53,-66,-43,-44,0.1061,0.1041,-0.44619998,0.73719996,0.94509995,9.7331,0.001853,-0.061201,-0.768072,0.637429
1595461864774,-61,-62,-64,-62,-53,-66,-43,-44,-0.1039,-0.0523,-0.103199996,0.72169995,0.95449996,9.7333,0.00269,-0.061071,-0.768906,0.636432
1595461864787,-61,-62,-64,-62,-53,-66,-43,-44,-0.1837,-0.0477,-0.2234,0.6936,0.9499,9.7358,0.003578,-0.059972,-0.769645,0.635638
1595461864800,-61,-62,-64,-62,-53,-66,-43,-44,-0.1837,-0.0477,-0.2234,0.6936,0.9499,9.7358,0.003578,-0.059972,-0.769645,0.635638
