timestamp,rssi1,rssi2,rssi3,rssi4,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w
1594968893700,-63,0,0,0,0.0058999998,0.0066,0.0098,0.1699,-0.026099999,9.8050995,0.004746,-0.007374,0.662981,0.748584
1594968893711,-63,0,0,0,0.0058999998,0.0066,0.0098,0.1699,-0.026099999,9.8050995,0.004746,-0.007374,0.662981,0.748584
1594968893723,-63,0,0,0,-0.0033999998,-0.0028,0.0,0.1696,-0.0264,9.8050995,0.004725,-0.00737,0.662981,0.748584
1594968893736,-63,0,0,0,-0.0033999998,0.0069,0.0098,0.1696,-0.0264,9.8050995,0.004725,-0.00737,0.662981,0.748584
1594968893748,-63,0,0,0,-0.0033999998,0.0069,0.0098,0.1696,-0.0264,9.8050995,0.004725,-0.00737,0.662981,0.748584
1594968893760,-63,0,0,0,-0.0030999999,0.0063,0.0,0.16929999,-0.025799999,9.8050995,0.004737,-0.007339,0.662981,0.748584
1594968893772,-63,0,0,0,0.0066,0.0063,0.0,0.16929999,-0.025799999,9.8050995,0.004737,-0.007338,0.662981,0.748584
1594968893785,-63,0,0,0,0.0066,0.0063,0.0,0.16929999,-0.025799999,9.8050995,0.004737,-0.007338,0.662981,0.748584
1594968893797,-63,0,0,0,-0.0029,0.0056999996,0.0,0.169,-0.0253,9.8050995,0.004749,-0.00731,0.662981,0.748584
1594968893809,-63,0,0,0,-0.0029,0.0056999996,0.0,0.169,-0.0253,9.8050995,0.004749,-0.00731,0.662981,0.748584
1594968893822,-63,0,0,0,0.0067999996,-0.0039999997,0.0,0.169,-0.0253,9.8050995,0.004749,-0.00731,0.662982,0.748584
1594968893835,-63,0,0,0,0.0061999997,-0.0036,-0.009699999,0.1696,-0.0256,9.8050995,0.004756,-0.007345,0.662982,0.748584
1594968893847,-63,0,0,0,0.0061999997,-0.0036,-0.009699999,0.1696,-0.0256,9.8050995,0.004756,-0.007345,0.662982,0.748584
1594968893859,-63,0,0,0,0.0061999997,-0.0134,0.0,0.1697,-0.0256,9.8050995,0.004756,-0.007345,0.662982,0.748584
1594968893871,-63,0,0,0,0.0061999997,-0.0134,0.0,0.1697,-0.0256,9.8050995,0.004756,-0.007345,0.662982,0.748584
1594968893885,-63,0,0,0,0.0056999996,-0.0033,-0.009699999,0.17019999,-0.025899999,9.8050995,0.004763,-0.007377,0.662982,0.748583
1594968893897,-63,0,0,0,0.0056999996,-0.0033,0.0,0.17019999,-0.025899999,9.8050995,0.004763,-0.007377,0.662982,0.748583
1594968893909,-63,0,0,0,0.0056999996,-0.0033,0.0,0.17019999,-0.025899999,9.8050995,0.004763,-0.007377,0.662982,0.748583
1594968893920,-63,0,0,0,0.0052,-0.003,0.0098,0.1707,-0.0262,9.8050995,0.004768,-0.007405,0.662982,0.748583
1594968893932,-63,0,0,0,0.0052,-0.003,0.0,0.1707,-0.0262,9.8050995,0.004768,-0.007405,0.662982,0.748583
1594968893945,-63,0,0,0,0.0052,-0.003,0.0,0.1707,-0.0262,9.8050995,0.004768,-0.007405,0.662982,0.748583
1594968893957,-63,0,0,0,0.0047,-0.0028,0.0,0.17109999,-0.0265,9.8050995,0.004774,-0.007431,0.662982,0.748582
1594968893970,-63,0,0,0,0.0047,-0.0028,0.0,0.17109999,-0.0265,9.8050995,0.004774,-0.007431,0.662982,0.748582
1594968893983,-63,0,0,0,0.0047,-0.0026999998,0.0098,0.17109999,-0.0265,9.8050995,0.004773,-0.007431,0.662982,0.748582
1594968893994,-63,0,0,0,0.0042999997,-0.0025,0.0,0.1715,-0.0267,9.8050995,0.004778,-0.007454,0.662982,0.748582
1594968894006,-63,0,0,0,0.0042999997,-0.0025,0.0,0.1715,-0.0267,9.8050995,0.004778,-0.007454,0.662982,0.748582
1594968894019,-63,0,0,0,-0.0053999997,-0.0025,-0.009699999,0.1715,-0.0267,9.8050995,0.004778,-0.007454,0.662982,0.748582
1594968894031,-63,0,0,0,-0.0053999997,-0.0025,-0.009699999,0.1715,-0.0267,9.8050995,0.004778,-0.007454,0.662982,0.748582
1594968894042,-63,0,0,0,0.0039999997,-0.0023,0.0099,0.17189999,-0.026899999,9.8050995,0.004782,-0.007475,0.662982,0.748582
1594968894054,-63,0,0,0,0.0039999997,0.0074,0.0,0.17189999,-0.026899999,9.8050995,0.004782,-0.007475,0.662983,0.748581
