timestamp,rssi1,rssi2,rssi3,rssi4,linear-x,linear-y,linear-z,gravity-x,gravity-y,gravity-z,rotation-x,rotation-y,rotation-z,rotation-w
1591606518550,0,0,0,0,-0.0323,2.9999999E-4,0.14819999,0.3069,1.0390999,9.7466,0.020392999,-0.051431,-0.785893,0.615881
1591606518563,0,0,0,0,-0.035299998,-4.9999997E-4,-0.146,0.3001,1.04,9.746699,0.020684,-0.051261,-0.786021,0.615722
1591606518575,0,0,0,0,-0.1104,-0.0449,-0.21419999,0.2967,1.0452,9.7462,0.020979,-0.051365,-0.78608,0.615628
1591606518589,0,0,0,0,-0.1104,-0.0449,-0.21419999,0.2967,1.0452,9.7462,0.020979,-0.051365,-0.78608,0.615628
1591606518601,0,0,0,0,-0.1255,-0.0403,-0.14639999,0.28239998,1.0406,9.7471,0.021398,-0.050733,-0.78624,0.615462
1591606518613,0,0,0,0,-0.0422,-0.055999998,0.0098,0.28239998,1.0406,9.7471,0.021454,-0.050429,-0.786426,0.615247
1591606518625,0,0,0,0,-0.0422,-0.055999998,0.0098,0.2776,1.0367,9.7477,0.021454,-0.050429,-0.786426,0.615247
1591606518639,0,0,0,0,-0.0016999999,-0.039699998,0.0189,0.2762,1.0302,9.7484,0.021303,-0.050123,-0.78642,0.615285
1591606518651,0,0,0,0,-0.0016999999,-0.039699998,0.0189,0.2762,1.0302,9.7484,0.021303,-0.050123,-0.78642,0.615285
1591606518664,0,0,0,0,0.0894,0.0067,-0.0298,0.2733,1.0327,9.748199,0.021491,-0.050138,-0.786521,0.615149
1591606518675,0,0,0,0,0.0752,0.0324,-0.0784,0.2777,1.0364,9.7477,0.021444,-0.050422,-0.786362,0.61533
1591606518689,0,0,0,0,0.0752,0.0324,-0.0784,0.2777,1.0364,9.7477,0.021444,-0.050422,-0.786362,0.61533
1591606518701,0,0,0,0,0.094,0.0721,-0.0686,0.2785,1.036,9.7477,0.021406,-0.050424,-0.786256,0.615467
1591606518713,0,0,0,0,0.099,0.042799998,-0.0095999995,0.2785,1.036,9.7477,0.021212,-0.050567,-0.78618,0.615559
1591606518726,0,0,0,0,0.099,0.042799998,-0.0095999995,0.2834,1.0358,9.7476,0.021212,-0.050567,-0.78618,0.615559
1591606518737,0,0,0,0,0.034199998,0.012399999,0.1363,0.2795,1.027,9.7487,0.02111,-0.050085,-0.785977,0.615861
1591606518749,0,0,0,0,0.034199998,0.012399999,0.1363,0.2795,1.027,9.7487,0.02111,-0.050085,-0.785977,0.615861
1591606518761,0,0,0,0,-0.047799997,-0.0307,0.0473,0.27339998,1.0210999,9.749499,0.021165,-0.049656,-0.786051,0.615799
1591606518773,0,0,0,0,-0.1244,-0.0314,-0.0703,0.2715,1.0218999,9.7494,0.021268,-0.049626,-0.786036,0.615817
1591606518785,0,0,0,0,-0.1244,-0.0314,-0.0703,0.2715,1.0218999,9.7494,0.021268,-0.049626,-0.786036,0.615817
1591606518798,0,0,0,0,0.0416,-0.022799999,-0.1192,0.2721,1.0231,9.7493,0.021283,-0.049693,-0.785983,0.615879
1591606518809,0,0,0,0,0.0416,-0.022799999,-0.1192,0.2721,1.0231,9.7493,0.021283,-0.049693,-0.785983,0.615879
1591606518821,0,0,0,0,0.0826,-0.011399999,0.1061,0.2704,1.0215,9.749499,0.021316,-0.049568,-0.785836,0.616076
1591606518833,0,0,0,0,0.1441,0.037299998,0.057299998,0.2704,1.0215,9.749499,0.021046,-0.049797,-0.785703,0.616236
1591606518845,0,0,0,0,0.1441,0.037299998,0.057299998,0.2775,1.0217,9.7493,0.021046,-0.049797,-0.785703,0.616236
1591606518857,0,0,0,0,0.2056,0.1583,-0.2852,0.2748,1.0282,9.7487,0.021356,-0.049976,-0.785727,0.61618
1591606518869,0,0,0,0,0.2056,0.1583,-0.2852,0.2748,1.0282,9.7487,0.021356,-0.049976,-0.785727,0.61618
1591606518881,0,0,0,0,0.056399997,0.13499999,-0.40039998,0.2769,1.0515,9.746099,0.022023,-0.050972,-0.785477,0.616394
1591606518893,0,0,0,0,0.0185,0.043899998,-0.0667,0.2769,1.0515,9.746099,0.022131,-0.051063,-0.785896,0.615849
1591606518906,0,0,0,0,0.0185,0.043899998,-0.0667,0.2756,1.0544,9.7459,0.022131,-0.051063,-0.785896,0.615849
1591606518917,0,0,0,0,-4.9999997E-4,-0.028299998,0.2649,0.2751,1.0383999,9.7476,0.021631,-0.050411,-0.786136,0.615614
1591606518929,0,0,0,0,-4.9999997E-4,-0.028299998,0.2649,0.2751,1.0383999,9.7476,0.021631,-0.050411,-0.786136,0.615614
1591606518941,0,0,0,0,0.0705,-0.0773,0.22459999,0.2726,1.0286,9.7487,0.021395,-0.049947,-0.786483,0.615216
1591606518953,0,0,0,0,0.113,0.0132,0.096999995,0.2792,1.0261999,9.748799,0.021048,-0.050059,-0.786556,0.615126
1591606518965,0,0,0,0,0.113,0.0132,0.096999995,0.2792,1.0261999,9.748799,0.021048,-0.050059,-0.786556,0.615126
1591606518977,0,0,0,0,0.0537,0.0083,-0.0985,0.2796,1.0310999,9.748199,0.021186,-0.050273,-0.786534,0.615132
1591606518989,0,0,0,0,0.0537,0.0083,-0.0985,0.2796,1.0310999,9.748199,0.021186,-0.050273,-0.786534,0.615132
1591606519001,0,0,0,0,-0.0323,0.0254,-0.1463,0.2775,1.0435,9.747,0.02166,-0.050704,-0.786553,0.615055
1591606519013,0,0,0,0,-0.012499999,0.0117,-0.2341,0.2775,1.0435,9.747,0.021794,-0.050854,-0.786482,0.615129
1591606519025,0,0,0,0,-0.012499999,0.0117,-0.2341,0.2773,1.0474,9.7466,0.021794,-0.050854,-0.786482,0.615129
1591606519037,0,0,0,0,0.1274,0.0536,-0.0958,0.2844,1.0545,9.7456,0.021732,-0.051364,-0.786467,0.615108
1591606519049,0,0,0,0,0.1274,0.0536,-0.0958,0.2844,1.0545,9.7456,0.021732,-0.051364,-0.786467,0.615108
1591606519062,0,0,0,0,0.0115,0.10349999,-0.1646,0.2826,1.0536,9.7457,0.021774,-0.051276,-0.786491,0.615083
1591606519074,0,0,0,0,-0.069699995,0.031799998,-0.13509999,0.2756,1.0566,9.7456,0.022148,-0.051176,-0.786529,0.615029
1591606519086,0,0,0,0,-0.069699995,0.031799998,-0.13509999,0.2756,1.0566,9.7456,0.022148,-0.051176,-0.786529,0.615029
1591606519098,0,0,0,0,-0.029199999,-0.0019999999,0.050499998,0.2744,1.0514,9.7462,0.022006,-0.050937,-0.78686297,0.614628
1591606519110,0,0,0,0,-0.029199999,-0.0019999999,0.050499998,0.2744,1.0514,9.7462,0.022006,-0.050937,-0.78686297,0.614628
1591606519122,0,0,0,0,0.0022,-0.0284,0.255,0.2723,1.0383999,9.7477,0.021673,-0.050355,-0.786998,0.614513
1591606519134,0,0,0,0,-0.0254,-0.017099999,0.26459998,0.2705,1.037,9.7479,0.021682,-0.050246,-0.787201,0.614263
1591606519147,0,0,0,0,-0.0254,-0.017099999,0.26459998,0.2705,1.037,9.7479,0.021682,-0.050246,-0.787201,0.614263
1591606519158,0,0,0,0,-0.0418,0.0409,-0.0088,0.2674,1.0476,9.746799,0.022142,-0.050575,-0.787172,0.614256
1591606519170,0,0,0,0,-0.0418,0.0409,-0.0088,0.2674,1.0476,9.746799,0.022142,-0.050575,-0.787172,0.614256
1591606519182,0,0,0,0,-0.0808,0.0799,-0.2529,0.2672,1.0576,9.7457,0.022463,-0.050977,-0.787216,0.614155
1591606519194,0,0,0,0,-0.047199998,0.022599999,-0.17369999,0.26299998,1.0658,9.745,0.02289,-0.051174,-0.787197,0.614147
1591606519206,0,0,0,0,-0.047199998,0.022599999,-0.17369999,0.26299998,1.0658,9.745,0.02289,-0.051174,-0.787197,0.614147
1591606519218,0,0,0,0,0.0928,-0.0033999998,0.1004,0.2601,1.0625,9.745399,0.022897,-0.050952,-0.787253,0.614094
1591606519230,0,0,0,0,0.0928,-0.0033999998,0.1004,0.2601,1.0625,9.745399,0.022897,-0.050952,-0.787253,0.614094
1591606519243,0,0,0,0,0.108399995,-0.0078,0.0999,0.2642,1.0570999,9.7459,0.022566,-0.050863,-0.787232,0.614141
1591606519254,0,0,0,0,0.087699994,-0.042099997,-0.1642,0.2652,1.0619999,9.745299,0.022681,-0.051093,-0.787184,0.614178
1591606519266,0,0,0,0,0.087699994,-0.042099997,-0.1642,0.2652,1.0619999,9.745299,0.022681,-0.051093,-0.787184,0.614178
1591606519278,0,0,0,0,0.0591,-0.0025,-0.212,0.2742,1.0715,9.7439995,0.022621,-0.051754,-0.78712,0.614208
1591606519291,0,0,0,0,0.0591,-0.0025,-0.212,0.2742,1.0715,9.7439995,0.022621,-0.051754,-0.78712,0.614208
1591606519302,0,0,0,0,0.0475,-0.0222,0.0626,0.276,1.0715,9.7439995,0.022559,-0.051809,-0.786997,0.614362
1591606519315,0,0,0,0,0.0273,-0.0411,0.17909999,0.2766,1.061,9.7451,0.022205,-0.051406,-0.78702,0.614379
1591606519328,0,0,0,0,0.0273,-0.0411,0.17909999,0.2766,1.061,9.7451,0.022205,-0.051406,-0.78702,0.614379
1591606519340,0,0,0,0,0.0953,-0.0128999995,0.042,0.2773,1.0622,9.745,0.022219,-0.051471,-0.786982,0.614422
1591606519353,0,0,0,0,0.0953,-0.0128999995,0.042,0.2773,1.0622,9.745,0.022219,-0.051471,-0.786982,0.614422
1591606519366,0,0,0,0,-0.0339,0.0396,-0.27969998,0.2791,1.0782,9.7431,0.022663,-0.052172,-0.786807,0.614571
1591606519379,0,0,0,0,-0.1039,0.018099999,-0.3863,0.28039998,1.0899,9.741799,0.02297,-0.052689,-0.786871,0.614434
1591606519391,0,0,0,0,-0.1039,0.018099999,-0.3863,0.28039998,1.0899,9.741799,0.02297,-0.052689,-0.786871,0.614434
1591606519404,0,0,0,0,-0.098799996,-0.0484,-0.043399997,0.2753,1.0878999,9.7422,0.023114,-0.052443,-0.786855,0.61447
1591606519417,0,0,0,0,-0.0121,-0.0884,0.30859998,0.2769,1.0788,9.7431,0.022765,-0.052128,-0.786848,0.614519
1591606519430,0,0,0,0,-0.0121,-0.0884,0.30859998,0.2769,1.0788,9.7431,0.022765,-0.052128,-0.786848,0.614519
1591606519442,0,0,0,0,0.2622,-0.052899998,0.2584,0.2967,1.0629,9.7443,0.021475,-0.052106,-0.786802,0.614626
1591606519455,0,0,0,0,0.3078,0.031799998,0.151,0.3001,1.0663999,9.7438,0.021456,-0.052352,-0.78667897,0.614764
1591606519468,0,0,0,0,0.3078,0.031799998,0.151,0.3001,1.0663999,9.7438,0.021456,-0.052352,-0.78667897,0.614764
1591606519480,0,0,0,0,0.0916,0.0743,-0.072299995,0.31039998,1.0828,9.7417,0.02158,-0.053328,-0.786386,0.61505
1591606519493,0,0,0,0,0.0916,0.0743,-0.072299995,0.31039998,1.0828,9.7417,0.02158,-0.053328,-0.786386,0.61505
1591606519506,0,0,0,0,0.058799997,0.0982,-0.21759999,0.3137,1.0981,9.7399,0.021928,-0.054049,-0.786342,0.615031
1591606519519,0,0,0,0,-0.0473,0.0682,-0.2938,0.312,1.1183,9.737599,0.022645,-0.054807,-0.786165,0.615164
1591606519532,0,0,0,0,-0.0473,0.0682,-0.2938,0.312,1.1183,9.737599,0.022645,-0.054807,-0.786165,0.615164
1591606519545,0,0,0,0,-0.0379,0.0019999999,-0.34199998,0.3125,1.1256,9.7368,0.02286,-0.055118,-0.786157,0.615139
1591606519557,0,0,0,0,-0.0287,-0.0674,-0.3125,0.31309998,1.1265,9.7366,0.022859,-0.055173,-0.786191,0.615091
1591606519569,0,0,0,0,-0.0287,-0.0674,-0.3125,0.31309998,1.1265,9.7366,0.022859,-0.055173,-0.786191,0.615091
1591606519582,0,0,0,0,-0.1278,-0.0973,2.0E-4,0.31419998,1.1171,9.7376995,0.022527,-0.054827,-0.786144,0.615194
1591606519595,0,0,0,0,-0.0766,-0.1343,0.1742,0.3119,1.0953,9.7402,0.021921,-0.053879,-0.786286,0.615118
1591606519608,0,0,0,0,-0.0766,-0.1343,0.1742,0.3119,1.0953,9.7402,0.021921,-0.053879,-0.786286,0.615118
1591606519621,0,0,0,0,-7.0E-4,-0.097799994,0.1343,0.3145,1.0883,9.7409,0.021629,-0.053662,-0.785908,0.61563
1591606519634,0,0,0,0,0.0731,-0.0264,0.036,0.3145,1.0883,9.7409,0.021377,-0.053688,-0.785708,0.615891
1591606519647,0,0,0,0,0.0731,-0.0264,0.036,0.3191,1.0855,9.741099,0.021377,-0.053688,-0.785708,0.615891
1591606519660,0,0,0,0,0.092999995,0.0223,-0.0128999995,0.3188,1.0857999,9.741099,0.021426,-0.053677,-0.785351,0.616346
1591606519672,0,0,0,0,0.092999995,0.0223,-0.0128999995,0.3188,1.0857999,9.741099,0.021426,-0.053677,-0.785351,0.616346
1591606519685,0,0,0,0,0.1149,0.0642,-0.051099997,0.3263,1.0928999,9.74,0.021368999,-0.054192,-0.785128,0.616587
1591606519698,0,0,0,0,0.1353,0.1294,-0.089899994,0.32549998,1.0963,9.739699,0.021505,-0.054309,-0.785147,0.616547
1591606519711,0,0,0,0,0.1353,0.1294,-0.089899994,0.32549998,1.0963,9.739699,0.021505,-0.054309,-0.785147,0.616547
1591606519724,0,0,0,0,0.1748,0.1174,-0.1765,0.33499998,1.1083,9.738,0.02152,-0.055084,-0.784918,0.616769
1591606519736,0,0,0,0,0.1481,0.116,-0.1568,0.33229998,1.1097,9.7379,0.021655,-0.055062,-0.785106,0.616527
1591606519749,0,0,0,0,0.1481,0.116,-0.1568,0.33229998,1.1097,9.7379,0.021655,-0.055062,-0.785106,0.616527
1591606519762,0,0,0,0,0.074499995,0.029199999,0.0,0.3373,1.1083,9.7379,0.021406,-0.055165,-0.785174,0.616441
1591606519776,0,0,0,0,-0.0036,-0.022599999,0.1365,0.33699998,1.1013,9.7387,0.021182,-0.05488,-0.785331,0.616274
1591606519788,0,0,0,0,-0.0036,-0.022599999,0.1365,0.33699998,1.1013,9.7387,0.021182,-0.05488,-0.785331,0.616274
1591606519801,0,0,0,0,0.027199998,-0.1047,0.1052,0.3356,1.0854,9.7406,0.020717,-0.0542,-0.785602,0.616005
1591606519813,0,0,0,0,0.027199998,-0.1047,0.1052,0.3356,1.0854,9.7406,0.020717,-0.0542,-0.785602,0.616005
1591606519824,0,0,0,0,-0.0187,-0.1515,-0.0323,0.33249998,1.0832,9.7409,0.020767,-0.054014,-0.785654,0.615952
1591606519836,0,0,0,0,-0.17369999,-0.13769999,-0.22929999,0.3208,1.0792,9.741799,0.021086,-0.053494,-0.785926,0.61564
1591606519848,0,0,0,0,-0.17369999,-0.13769999,-0.22929999,0.3208,1.0792,9.741799,0.021086,-0.053494,-0.785926,0.61564
1591606519860,0,0,0,0,-0.1726,-0.062099997,-0.34669998,0.3197,1.082,9.7415,0.021224,-0.053572,-0.785878,0.61569
1591606519872,0,0,0,0,-0.1726,-0.062099997,-0.34669998,0.3197,1.082,9.7415,0.021224,-0.053572,-0.785878,0.61569
1591606519885,0,0,0,0,-0.1114,-0.0242,-0.3175,0.3076,1.0833,9.7417,0.021758,-0.053238,-0.785813,0.615783
1591606519896,0,0,0,0,0.0095999995,0.0037999998,-0.0047999998,0.3041,1.0748,9.7428,0.021639,-0.052784,-0.785765,0.615887
1591606519909,0,0,0,0,0.0095999995,0.0037999998,-0.0047999998,0.3041,1.0748,9.7428,0.021639,-0.052784,-0.785765,0.615887
1591606519920,0,0,0,0,0.1091,0.007999999,0.2096,0.3125,1.0608,9.7439995,0.020862,-0.052485,-0.785765,0.615941
1591606519933,0,0,0,0,0.1091,0.007999999,0.2096,0.3125,1.0608,9.7439995,0.020862,-0.052485,-0.785765,0.615941
1591606519945,0,0,0,0,0.25439999,0.0401,0.2377,0.3143,1.0483,9.745299,0.020413,-0.052028,-0.785572,0.61624
1591606519958,0,0,0,0,0.23439999,0.0567,0.2668,0.3245,1.0415,9.7457,0.019797,-0.052072998,-0.785489,0.616362
1591606519970,0,0,0,0,0.23439999,0.0567,0.2668,0.3245,1.0415,9.7457,0.019797,-0.052072998,-0.785489,0.616362
1591606519983,0,0,0,0,0.0223,0.0327,0.1876,0.3208,1.0361,9.7464,0.019792,-0.051732,-0.785272,0.616668
1591606519994,0,0,0,0,0.031999998,-0.0289,-0.15519999,0.32099998,1.0389999,9.746099,0.019867,-0.051858,-0.785383,0.616512
1591606520006,0,0,0,0,0.031999998,-0.0289,-0.15519999,0.32099998,1.0389999,9.746099,0.019867,-0.051858,-0.785383,0.616512
1591606520018,0,0,0,0,0.0241,0.0016999999,-0.2034,0.319,1.0476,9.745299,0.020217,-0.05214,-0.78535,0.61652
1591606520030,0,0,0,0,0.0241,0.0016999999,-0.2034,0.319,1.0476,9.745299,0.020217,-0.05214,-0.78535,0.61652
1591606520042,0,0,0,0,-0.0315,-0.035,-0.25169998,0.3159,1.0548999,9.744599,0.020566,-0.052338,-0.785437,0.61638
1591606520054,0,0,0,0,0.009699999,-0.055999998,-0.15359999,0.31379998,1.0562999,9.7445,0.020701,-0.052326,-0.785329,0.616515
1591606520066,0,0,0,0,0.009699999,-0.055999998,-0.15359999,0.31379998,1.0562999,9.7445,0.020701,-0.052326,-0.785329,0.616515
1591606520078,0,0,0,0,0.0567,-0.0565,-0.0368,0.31579998,1.0469999,9.745399,0.020317,-0.05202,-0.785462,0.61638397
1591606520091,0,0,0,0,0.0567,-0.0565,-0.0368,0.31579998,1.0469999,9.745399,0.020317,-0.05202,-0.785462,0.61638397
1591606520103,0,0,0,0,0.0,-0.0622,-0.0079,0.31379998,1.0428,9.7459,0.020265,-0.051788,-0.785515,0.616338
1591606520115,0,0,0,0,0.0568,-0.0095999995,-0.057299998,0.31579998,1.0393,9.7463,0.020066,-0.051711,-0.785586,0.616261
1591606520127,0,0,0,0,0.0568,-0.0095999995,-0.057299998,0.31579998,1.0393,9.7463,0.020066,-0.051711,-0.785586,0.616261
1591606520140,0,0,0,0,0.078499995,0.0246,0.0106999995,0.3137,1.0345,9.746799,0.020005,-0.051449,-0.785528,0.616358
1591606520152,0,0,0,0,0.078499995,0.0246,0.0106999995,0.3137,1.0345,9.746799,0.020005,-0.051449,-0.785528,0.616358
1591606520164,0,0,0,0,0.039899997,0.055,0.1086,0.31309998,1.0335,9.747,0.019997,-0.051389,-0.785547,0.61634
1591606520176,0,0,0,0,-0.0469,0.0574,0.059299998,0.3117,1.031,9.7473,0.01998,-0.051243998,-0.7855,0.616411
1591606520189,0,0,0,0,-0.0469,0.0574,0.059299998,0.3117,1.031,9.7473,0.01998,-0.051243998,-0.7855,0.616411
1591606520202,0,0,0,0,0.058,0.076699995,-0.1258,0.3145,1.0411999,9.746099,0.02019,-0.051745,-0.785435,0.616446
1591606520215,0,0,0,0,-0.0011999999,0.0079,-0.037499998,0.315,1.0412999,9.746099,0.020184,-0.051762,-0.785357,0.616544
1591606520229,0,0,0,0,-0.0011999999,0.0079,-0.037499998,0.315,1.0412999,9.746099,0.020184,-0.051762,-0.785357,0.616544
1591606520243,0,0,0,0,0.0084,-0.052699998,0.0596,0.3152,1.0333999,9.7469,0.019912,-0.051451,-0.785525,0.616365
