timestamp,rssi1,rssi2,rssi3,rssi4,linear-x,linear-y,linear-z,rotation-x,rotation-y,rotation-z,rotation-w
1590564257691,-56,-44,-53,-49,0.0049,5.9999997E-4,-0.0099,0.009304,-0.004211,0.912213,0.409588
1590564257705,-56,-44,-53,-49,0.0049,5.9999997E-4,-0.0099,0.009304,-0.004211,0.912213,0.409588
1590564257717,-56,-44,-53,-49,-0.0047999998,5.9999997E-4,-0.0099,0.009304,-0.004211,0.912213,0.409588
1590564257729,-56,-44,-53,-49,-0.0047999998,5.9999997E-4,-0.0099,0.009304,-0.004211,0.912213,0.409588
1590564257740,-56,-44,-53,-49,0.0045,4.9999997E-4,0.0,0.0093249995,-0.004218,0.912212,0.409588
1590564257753,-56,-44,-53,-49,-0.0052,4.9999997E-4,0.009699999,0.009326,-0.004218,0.912212,0.409588
1590564257767,-56,-44,-53,-49,-0.0052,4.9999997E-4,0.009699999,0.009326,-0.004218,0.912212,0.409588
1590564257779,-56,-44,-53,-49,-0.0047999998,4.9999997E-4,0.009699999,0.009305,-0.004206,0.912213,0.409588
1590564257790,-56,-44,-53,-49,-0.0244,4.9999997E-4,-1.0E-4,0.009305,-0.004207,0.912213,0.409588
1590564257803,-56,-44,-53,-49,-0.0244,4.9999997E-4,-1.0E-4,0.009305,-0.004207,0.912213,0.409588
1590564257815,-56,-44,-53,-49,-0.0044,4.0E-4,-1.0E-4,0.009287,-0.004196,0.912213,0.409588
1590564257826,-56,-44,-53,-49,-0.0044,4.0E-4,-1.0E-4,0.009287,-0.004196,0.912213,0.409588
1590564257839,-56,-44,-53,-49,-0.0044,4.0E-4,-1.0E-4,0.009288,-0.004196,0.912213,0.409588
1590564257851,-56,-44,-53,-49,-0.0039999997,4.0E-4,0.0095999995,0.00927,-0.004187,0.912213,0.409588
1590564257863,-56,-44,-53,-49,-0.0039999997,4.0E-4,0.0095999995,0.00927,-0.004187,0.912213,0.409588
1590564257875,-56,-44,-53,-49,-0.0039999997,4.0E-4,0.0095999995,0.00927,-0.004187,0.912213,0.409588
1590564257887,-56,-44,-53,-49,-0.0039999997,4.0E-4,0.0095999995,0.00927,-0.004187,0.912213,0.409588
1590564257901,-56,-44,-53,-49,0.0053,4.0E-4,0.0095999995,0.0092939995,-0.004195,0.912213,0.409588
1590564257913,-56,-44,-53,-49,0.0053,4.0E-4,0.0095999995,0.0092939995,-0.004195,0.912213,0.409588
1590564257925,-56,-44,-53,-49,0.0053,4.0E-4,0.0095999995,0.0092939995,-0.004195,0.912213,0.409588
1590564257937,-56,-44,-53,-49,-0.012999999,2.9999999E-4,-1.0E-4,0.009238,-0.004168,0.912214,0.409588
1590564257949,-56,-44,-53,-49,-0.012999999,2.9999999E-4,-1.0E-4,0.009238,-0.004168,0.912214,0.409588
1590564257962,-56,-44,-53,-49,-0.0032,2.9999999E-4,0.0095999995,0.009238,-0.004168,0.912214,0.409588
1590564257976,-56,-44,-53,-49,-0.003,2.9999999E-4,-0.0099,0.009227,-0.004162,0.912214,0.409588
